11404,6939
11404,3130
11404,2914
11404,23265
11404,25700
11404,22059
11404,16503
30082,209
30082,701
30082,7018
27364,209
27364,1239
27364,2828
27364,3549
11743,701
11743,1239
11743,7018
11743,10578
33355,2828
33355,7385
33526,4323
33200,209
33200,7018
27195,18712
25617,7018
25617,4323
32453,23498
26800,174
11707,3356
11707,14048
11707,23446
17342,10913
17342,6939
30615,2828
30615,10311
30615,7132
33638,32703
4445,1273
14233,2828
14233,7385
33774,6762
33774,5511
13589,18200
13589,1239
13589,4565
25781,10910
25781,174
25781,7018
12155,209
23584,9848
23584,3786
22078,701
22078,19024
21619,6128
8153,2828
8153,2028
8153,812
8153,1273
8153,5511
8153,4323
8153,15290
8153,7099
8153,9121
8153,4755
33192,701
33192,12006
13628,174
9583,17466
9583,23903
9583,3491
9583,3549
9583,5400
9583,17916
9583,701
9583,7473
9583,3356
9583,7018
9583,6453
16799,1239
17074,174
15278,6461
15278,6128
2518,18082
2518,2497
2518,9225
2518,703
2518,2516
2518,15412
2518,2914
2518,701
5668,17047
5668,18897
5668,25846
5668,33222
5668,2914
5668,209
5668,7018
5668,3356
5668,22561
20,6395
20,4323
9808,4637
9808,701
9808,1239
9808,24400
9808,7018
9808,15412
23479,26554
23479,7018
21879,14743
30279,174
30279,2828
17221,15270
17221,174
20046,7018
20046,8075
33036,12006
11152,18990
11152,7018
19346,4323
33654,7018
16837,7018
16420,7018
16420,3549
11806,26725
11806,7018
21732,12181
21752,13536
21752,4323
24278,2497
24278,23967
24278,17506
5571,4637
5571,8001
5571,6939
5571,8190
5571,6453
19885,7911
19885,701
13110,1299
13110,3549
13110,24724
21649,209
32796,2828
32796,19406
15077,209
13468,6517
13468,174
12430,2914
12430,5400
7575,24490
7575,11537
7575,20965
7575,2153
7575,293
27334,7911
27334,1239
29730,6461
29730,2914
29828,701
29828,7018
9697,9845
26974,4323
12021,19752
12021,174
12021,15290
12021,10520
12021,14366
12021,23498
14150,174
30010,7018
11061,16852
20009,209
11976,701
11976,17286
11976,2828
11976,3356
11754,701
22474,1239
22474,7132
26777,701
26777,7132
25690,209
25690,1239
14703,11796
27568,701
27568,7132
17102,18972
17102,14751
13392,7459
13442,209
13442,16966
27393,29930
13977,701
13977,7018
5713,5583
5713,6461
5713,29975
5713,1299
5713,1239
5713,8668
5713,3491
5713,2905
5713,11845
5713,20459
5713,19711
5713,3549
5713,2914
5713,174
5713,36898
5713,3356
5713,25695
5713,7018
19875,6539
19875,6327
42419,8426
42419,20520
10949,6395
13539,209
27369,32654
27369,7132
32623,14099
32623,27498
32623,701
32623,14985
32623,23340
32623,23462
9930,701
9930,17565
9930,7473
9930,9304
9930,6453
13684,209
13684,7018
24570,18108
24570,17819
32590,10910
15723,29049
25395,12392
25395,36936
25395,8220
10923,13768
10923,32962
23277,2828
23277,22773
27596,2828
27596,12181
27596,3356
14859,30329
1664,1668
13227,30960
13227,6854
39953,209
39953,7132
40269,174
22325,3320
22325,27257
11191,19029
11191,7132
36103,209
36103,701
32100,21637
32100,32592
39376,3216
39376,30733
38550,4766
38550,4750
38550,24326
38550,9304
40080,26554
12081,7018
12081,3549
11524,701
11524,174
11524,27382
11524,32448
11524,10809
13553,24867
38214,10223
32083,19962
32083,4323
25710,32622
9694,3786
9694,9457
9694,18302
21525,7385
24139,4837
24139,17672
16455,20520
16455,3356
9543,7474
11500,2551
11500,32022
13077,5568
10458,7018
25766,5650
25766,3491
25766,30501
26753,2914
26753,6539
6109,1239
27474,27524
27474,3561
12197,19855
7845,7911
7845,701
7845,27643
7845,3549
32712,7018
32712,10738
17226,18888
17226,16763
17226,7018
29703,6539
29703,852
21852,7132
19227,22773
23392,1239
23392,3549
16974,3356
16974,14743
36007,2828
36007,4323
6181,26241
6181,23115
6181,1239
6181,6216
6181,30023
6181,33646
6181,36785
6181,7911
6181,6395
6181,36495
6181,19151
6181,23259
6181,14352
6181,30059
6181,23545
6181,20307
6181,30368
6181,18546
6181,26720
6181,23261
6181,3356
26496,6461
26496,4267
26496,209
26496,6298
26496,26978
26496,3549
30319,7018
19683,701
17068,1239
17068,10796
25921,209
25921,11849
25921,11966
25921,7018
19592,1239
2116,1299
2116,35094
2116,13237
2116,9167
2116,3549
2116,16150
2116,174
2116,3356
2116,25462
2116,3303
32278,174
32278,19094
41064,6939
35947,2828
35947,7018
1901,286
1901,1239
1901,3257
1901,6939
1901,13237
1901,3320
1901,174
1901,5413
1901,25462
1901,3303
10578,11743
10578,11537
10578,3
10578,1968
10578,22742
10578,1742
10578,10326
10578,14325
10578,557
22041,174
22041,4323
7502,4716
7502,7529
30349,701
18562,30686
18562,3549
24961,5413
24961,13237
24961,25462
24961,3209
36679,10933
36679,16810
14608,7782
14608,19029
14608,4323
19407,6517
19407,23352
36063,33132
36063,7018
6997,209
6997,15270
27339,22958
25990,209
25990,6128
22987,22692
22987,2828
22987,6395
22674,6198
22674,174
16949,3602
16949,701
16949,3320
16949,174
32752,2828
22057,7018
14226,701
14965,209
14965,701
32754,701
32754,209
8190,5571
8190,1299
8190,286
8190,5413
8190,3356
8190,13237
3585,7018
14780,10310
33066,7911
33066,174
19654,19151
19897,6461
19897,3356
19772,1239
11981,174
11981,22773
26720,6181
26720,30628
40285,11272
40285,16713
40285,7018
40285,7011
40285,19108
14369,209
23385,174
32314,19019
14675,14589
14675,32319
14685,1239
14685,7018
9955,4766
9955,3786
19963,12271
26486,174
18577,701
18577,1239
18577,22773
13534,7132
14417,701
14417,7018
33553,209
33553,6198
16472,3356
16472,13445
13378,7018
13378,6384
11333,209
11333,30164
11333,4323
36718,11966
35885,701
35885,4323
40485,7018
22071,3561
14958,701
14958,209
14958,1239
19869,29863
22976,5002
22976,4323
11964,7017
8011,2914
8011,174
8011,3356
23700,4761
26430,4323
32843,4323
27582,15218
27582,7132
33695,174
41865,12968
41865,12831
16816,15270
11251,174
17033,1239
17033,7018
40098,6536
40098,7018
7891,33420
7891,36304
7891,6389
22281,1785
36707,13645
36707,13768
16509,6461
16509,2914
16509,14618
16509,3356
16509,3549
14080,28513
14080,18678
14080,26608
14080,10620
5760,1784
5760,10346
17685,2914
17685,7682
17685,1239
17685,10026
17685,2516
17685,38080
1294,701
1294,6395
30190,7018
40460,701
40460,4046
40460,7018
16925,26878
13755,5661
36024,23532
36024,174
36024,3356
36024,32931
33369,209
33369,174
30454,701
30454,174
13781,19685
13781,209
13781,6386
33154,6517
33154,1239
16834,701
16834,16384
16834,7132
36125,19752
36125,15290
7894,30386
7894,14961
7894,26849
7894,6389
7894,20215
36184,13789
36184,6939
36184,3561
36184,10912
36184,19024
36184,3549
36184,174
36184,25973
36184,3356
36184,6453
10016,4725
10016,7679
24856,5400
24856,6739
25934,7911
25934,209
25934,3356
25934,22561
36731,174
17557,6762
17557,38264
17557,3491
17557,702
17557,9541
17557,701
17557,23674
17557,17787
17557,17539
18632,1239
20645,3549
21922,209
21922,2828
21922,13986
21922,18474
8029,174
32256,2914
32256,6517
31964,209
31964,3561
18456,10913
22409,701
22409,7018
27572,7018
11272,2828
11272,6395
11272,40285
5578,5588
38419,4766
38419,3786
8297,9193
8297,6453
22846,701
22846,6395
22846,7018
12115,2828
12115,1239
26197,3356
26197,1785
26328,209
13763,1239
13763,7018
26977,15218
19818,4323
38415,3786
38415,18302
22896,11486
22896,7132
40108,7018
19826,209
26388,174
26277,2828
26277,3549
22571,701
22571,1239
22571,7132
25991,701
25991,7018
32240,701
32240,13385
8058,6395
8058,7132
20196,16948
20196,7272
32381,2828
32381,3742
10026,9824
10026,17675
10026,9595
10026,9658
10026,10015
10026,6517
10026,12956
10026,15169
10026,9924
10026,17707
10026,7474
10026,9918
10026,2497
10026,3257
10026,2516
10026,17659
10026,4323
10026,4637
10026,17930
10026,31055
10026,7497
10026,18488
10026,17444
10026,38082
10026,4680
10026,1239
10026,6163
10026,6939
10026,15412
10026,4691
10026,9244
10026,19807
10026,18411
10026,7568
10026,9848
10026,24118
10026,4685
10026,17435
10026,17850
10026,7132
10026,9497
10026,23898
10026,18485
10026,3356
10026,9381
10026,1299
10026,18302
10026,2519
10026,17511
10026,2514
10026,15133
10026,7018
10026,9600
10026,10135
10026,7543
10026,4775
10026,4721
10026,4747
10026,2510
10026,11164
10026,4670
10026,9837
10026,9229
10026,9269
10026,17918
10026,7491
10026,17685
10026,17531
10026,38570
10026,4648
10026,17529
10026,18042
10026,17746
10026,3549
10026,9701
10026,19855
10026,7529
10026,9457
19328,701
19328,19094
17103,209
17103,4565
36197,3561
36197,4323
11621,701
23326,701
23326,174
18721,209
14811,701
14811,7018
36546,1239
36546,7132
24460,9812
24460,17672
18411,18042
18411,10026
29725,6395
19500,4323
18491,209
18491,40146
18491,3356
31824,7018
27399,174
27399,2828
27399,19262
25915,701
13840,12180
14828,209
14828,1239
14828,3549
18712,30347
18712,174
18712,27195
18712,14071
18712,17338
18712,7018
23119,1239
23119,7132
40222,2828
38180,9658
27696,1239
27696,23520
11595,7018
11595,7017
22568,174
26176,10910
26176,1239
33722,30064
33722,7018
13703,2828
13703,40145
13703,3561
40345,701
14743,1239
14743,26951
14743,14494
14743,29796
14743,17398
14743,3561
14743,26579
14743,27615
14743,701
14743,31966
14743,36321
14743,7018
14743,26535
14743,14803
14743,19049
14743,15204
14743,13968
14743,32359
14743,14272
14743,33456
14743,11957
14743,714
14743,2914
14743,32901
14743,21879
14743,16417
14743,18730
14743,3356
14743,40177
14743,22212
14743,12182
14743,16974
26164,701
26164,1239
29821,701
29821,7018
23216,12956
23216,27765
11439,209
11439,701
11439,1239
33491,7018
33491,7922
10912,22771
10912,20429
10912,27242
10912,19638
10912,26347
10912,30546
10912,7018
10912,33469
10912,22199
10912,19347
10912,21640
10912,18640
10912,33621
10912,22536
10912,7116
10912,13792
10912,14332
10912,22212
10912,30707
10912,36685
10912,1239
10912,23433
10912,11166
10912,3561
10912,701
10912,16838
10912,30210
10912,12181
10912,32873
10912,35884
10912,36184
10912,32374
10912,13968
10912,11716
10912,18736
10912,32173
10912,33110
10912,3549
10912,22725
10912,2914
10912,5033
10912,3356
10912,27314
10912,18452
19523,701
10190,4766
10190,3786
19927,276
19927,6922
19927,7132
33970,29073
33970,8001
26850,1239
26850,4323
14010,701
14010,11955
14010,7018
14010,7132
11518,701
11518,10475
11168,14695
11168,3356
17350,7132
16857,18618
14757,7018
14757,3549
14103,7911
14103,13683
14103,7018
14103,17132
36593,209
36593,2828
16591,1239
16591,7018
18690,14989
27410,11918
27410,7132
40156,174
40156,3561
16912,701
16912,3549
8668,22351
8668,6453
8668,5713
20129,6395
20129,7018
7272,7911
7272,20196
7272,23102
32901,14743
36732,33652
36732,7922
13804,174
13804,7018
3738,3356
3738,7018
29745,1239
23432,209
31921,10796
9286,9457
23021,209
23021,7018
6381,36470
6381,6389
13758,701
13758,209
13758,7018
23404,6395
23404,2828
23404,7018
25818,702
25818,3741
25818,1273
25818,2905
25818,3356
22200,7018
25847,3491
25847,3561
25847,36305
16642,6461
16642,7018
23419,209
9293,109
9293,17978
9293,2914
9293,4635
9293,9304
32772,174
15790,8220
15790,13237
19900,13432
11069,11689
11069,16852
11069,4323
38054,17494
36508,1239
36508,10796
30998,209
30998,7018
10694,6402
10694,701
10694,1239
10694,3561
10694,4323
14959,701
14959,6395
18230,17494
18230,17975
16409,174
30254,701
22646,2711
22646,19158
14481,7018
14481,26383
11927,701
11927,11486
64560,19548
6471,6762
6471,20256
19787,10910
19787,13789
13593,701
13593,209
5650,1239
5650,6939
5650,3561
5650,7011
5650,701
5650,8001
5650,3303
5650,25462
5650,7018
5650,3593
5650,19029
5650,25766
5650,6539
5650,13237
5650,18884
5650,2516
5650,7385
5650,3549
5650,4637
5650,2914
5650,11164
5650,293
5650,852
33395,4323
36382,701
36382,209
33459,6461
33459,3356
17506,2914
17506,24278
17506,9225
17506,2516
17506,10010
36557,174
23227,11817
23227,6128
12909,15803
7189,209
7189,19262
16898,701
16898,1239
22980,4323
16384,16834
10345,7385
29984,14863
29984,7385
27220,1239
27220,7018
15253,6128
10885,701
21981,174
21981,16810
29949,6128
26499,577
26499,26230
21912,11426
21912,7018
65075,10886
31815,558
11139,40398
11139,1239
11139,1273
11139,19246
22137,701
22137,1239
22561,1239
22561,16835
22561,21737
22561,25934
22561,15105
22561,21615
22561,5668
22561,12033
22561,13393
22561,22247
22561,14220
22561,3356
22561,10984
22561,23126
22561,18596
22561,32393
9264,1659
9264,7660
9264,1239
9264,6453
9264,17709
9264,18183
9881,4750
9881,7700
26307,22773
26307,7132
8364,13293
22209,18885
22209,7018
31795,1239
22536,10912
22536,7132
16755,6517
26639,14265
26639,7018
22711,7018
23911,4538
23911,10764
20039,7018
32659,18895
40365,701
4668,3786
36685,10912
18811,701
18811,1239
36379,174
8708,6762
8708,1239
8708,286
8708,3257
8708,19151
8708,6939
8708,13237
8708,702
8708,16150
8708,28763
8708,5413
8708,3303
8708,3356
8708,6453
8708,3213
19318,1239
19318,2828
19318,812
19318,6939
19318,174
19318,14037
19318,8001
19318,3303
19318,25462
19318,21698
19318,3213
19318,6539
19318,19151
19318,13237
19318,3549
19318,19768
19318,5413
19318,3356
19318,14670
25782,19024
36825,209
30159,3491
30159,6939
30159,4436
19014,701
19014,209
7933,701
26973,1239
26973,7018
15168,174
21792,23352
21792,4436
9316,17851
9316,3786
9316,10154
9316,9975
9316,9857
9316,9871
9316,9707
9316,23585
9316,9969
26228,6461
26228,6539
26228,6517
26228,6939
26228,2914
26228,701
26228,3557
26228,174
26228,3356
26228,14157
19121,701
19121,3561
26108,701
26108,3356
19268,174
26532,6395
26532,7132
13946,209
13946,12247
13946,19616
21841,6128
8001,2856
8001,21949
8001,8912
8001,4589
8001,6079
8001,15169
8001,2647
8001,31980
8001,1273
8001,13237
8001,27524
8001,2516
8001,8657
8001,15444
8001,12124
8001,9132
8001,1257
8001,12989
8001,22212
8001,12322
8001,21099
8001,4788
8001,6805
8001,6939
8001,15412
8001,20473
8001,5571
8001,3741
8001,8546
8001,14989
8001,8426
8001,15395
8001,23393
8001,5587
8001,3209
8001,30176
8001,6461
8001,10310
8001,4004
8001,812
8001,3300
8001,2119
8001,5466
8001,33970
8001,6779
8001,3491
8001,29791
8001,12390
8001,6432
8001,4436
8001,8068
8001,13768
8001,33141
8001,14492
8001,29876
8001,3786
8001,6327
8001,8966
8001,3561
8001,6128
8001,13645
8001,40028
8001,5089
8001,15149
8001,23504
8001,6539
8001,11403
8001,8422
8001,6730
8001,11182
8001,16559
8001,5650
8001,10848
8001,2686
8001,15290
8001,25973
8001,16334
8001,22420
8001,3292
8001,23368
8001,23320
8001,13445
8001,12956
8001,8121
8001,19835
8001,22691
8001,22822
8001,20161
8001,3303
8001,6389
8001,25462
8001,3246
8001,19029
8001,40064
8001,36561
8001,2497
8001,5462
8001,4323
8001,3602
8001,9680
8001,9009
8001,4565
8001,2529
8001,16637
8001,19318
8001,14712
8001,8928
8001,174
8001,13030
8001,8468
8001,25180
8001,65473
8001,6656
8001,27519
8001,8881
8001,19151
8001,5413
8001,14116
8001,293
8001,8586
8001,19752
8001,1299
8001,4181
8001,6830
8001,5769
8001,8002
8001,5400
8001,7018
8001,286
8001,19548
8001,32649
8001,23131
8001,19913
8001,12188
8001,13037
8001,12059
8001,22773
8001,6774
8001,6667
8001,26522
8001,7992
8001,13285
8001,7784
8001,30653
8001,3213
8001,5430
8001,8075
8001,11867
8001,8897
8001,7078
8001,5427
8001,14092
8001,8560
8001,5410
8001,33361
8001,22867
33056,6539
33056,11260
17836,9318
17300,701
17300,1239
17300,7018
27335,174
27335,13789
19115,7911
19115,209
19115,14389
19115,14057
19115,7018
19115,14274
36363,11597
36363,4565
36363,7018
27018,30209
17578,18302
18719,3561
18719,4323
34417,12578
3248,286
3248,21360
3248,6939
3248,13237
3248,3549
9497,701
9497,18188
9497,10026
9497,3356
9497,23748
22926,7018
22926,7132
32009,7018
32009,7892
25625,21686
25625,209
25625,2828
20676,1299
20676,6939
20676,174
20676,1668
20676,20646
20676,25462
20676,3303
20676,19029
20676,6539
20676,2497
20676,13237
20676,2516
20676,3549
20676,9132
20676,2914
20676,5413
20676,3356
26310,4323
22718,12180
6947,701
6947,4323
23492,2828
6851,5518
32795,701
33664,7922
13439,209
13439,1239
3489,7018
22379,701
36826,174
36826,6517
13367,7018
13367,3356
14494,2828
14494,13789
14494,14743
7910,6140
7910,23520
36374,15267
2514,2914
2514,24294
2514,9225
2514,2497
2514,10026
2514,2516
15152,1785
16674,209
16674,7018
14016,7228
22242,701
22242,7018
38408,3786
38408,18302
6322,7832
6322,3356
15220,19024
33201,36554
33201,17263
23587,4766
23587,9318
31771,22773
31771,12210
31771,7018
26360,1239
26360,30628
26360,4323
36915,9129
36915,25228
36442,701
36442,13693
11475,6402
11475,701
8584,38992
8584,29165
8584,13264
8584,16158
19354,12064
40041,6327
12199,701
12199,12234
40526,1239
40526,12182
40505,209
40505,29933
26356,701
26356,19082
12654,6461
12654,6939
12654,1103
12654,2914
12654,26943
12654,12956
12654,25462
12654,6453
22090,174
22090,6079
20860,286
20860,31569
20860,3549
36251,209
36251,7132
23093,701
23093,1239
32211,6361
32211,27434
32211,7132
8866,5421
8866,1299
8866,34314
8866,8400
8866,21415
8866,8795
8866,6453
21947,19092
21947,6539
21947,26804
21947,32203
21947,6939
21947,15331
21947,19151
21947,3549
21947,32356
21947,18614
21947,7018
21947,19029
17638,23841
17638,17964
17638,4134
15146,701
15146,23520
15146,7018
15146,30689
20577,702
20577,1273
23252,10520
32708,701
32708,7018
23499,701
23499,6128
19951,6387
30653,6539
30653,3320
30653,8001
30653,32001
30653,6939
30653,25462
36935,8452
7382,7018
35848,3561
26457,209
17515,17529
17515,15412
13943,17293
35966,174
17346,25700
17346,6939
17346,36824
40359,209
40359,7018
14909,174
14909,19151
14909,3356
23376,12179
23376,3561
36375,237
1791,1239
14097,4323
31166,30721
31166,42209
11269,19626
11269,13802
11269,1273
40370,701
33577,22925
33577,7132
22364,30526
22364,21921
22364,10396
22364,3561
22364,33132
22364,12956
22364,14920
22364,174
22364,10937
22364,36716
22364,33676
16825,19094
40419,209
40419,7018
30093,18990
30093,174
7700,7473
7700,9881
14359,7911
14359,2828
14359,26726
14359,3549
14359,14787
14359,16810
14359,14539
14359,3356
14359,7018
14034,209
14034,7337
32935,30167
21610,3602
21610,6539
27417,6079
33380,7018
38108,10036
20029,30239
9924,18049
9924,4635
9924,9505
9924,10026
9924,18429
9924,19151
9924,18040
9924,4662
9924,2914
9924,18415
20225,174
20225,13536
32372,1239
32372,7018
12043,209
12043,6395
9765,9318
9765,15412
30497,3356
30497,4323
6126,701
6126,7018
5696,3356
40377,7018
22115,32903
22115,22136
7922,6762
7922,33657
7922,32751
7922,7016
7922,3561
7922,33491
7922,33666
7922,7725
7922,33287
7922,33650
7922,20214
7922,33668
7922,7015
7922,3257
7922,3549
7922,33651
7922,3320
7922,36732
7922,33490
7922,3356
7922,13385
7922,21508
7922,33664
7385,32581
7385,29933
7385,29738
7385,71
7385,29984
7385,11045
7385,14233
7385,5048
7385,10345
7385,27246
7385,26662
7385,15206
7385,14825
7385,12284
7385,13409
7385,19029
7385,4997
7385,20008
7385,32359
7385,29870
7385,25994
7385,32989
7385,2899
7385,22899
7385,11319
7385,32312
7385,21585
7385,1239
7385,36583
7385,6939
7385,14802
7385,701
7385,7395
7385,36128
7385,6488
7385,33367
7385,33055
7385,19151
7385,32836
7385,14342
7385,33509
7385,14404
7385,3356
7385,19717
7385,26689
7385,11922
7385,36612
7385,30663
7385,3130
7385,33536
7385,7018
7385,4367
7385,18866
7385,32357
7385,36554
7385,11164
7385,14789
7385,16667
7385,1226
7385,29699
7385,32868
7385,16586
7385,11798
7385,21525
7385,40003
7385,13434
7385,16578
7385,6539
7385,33355
7385,3549
7385,14474
7385,2914
7385,5650
36967,36866
8733,6848
33772,16212
33772,25228
21788,6517
21788,174
21788,3491
30512,3356
33001,174
26505,11081
22903,14361
22903,1668
